name ,,SITE_NAME (MS names),Licence Site ID (SEPA site name),Site ID ,Remarks,LAT,LONG,Nat Grid,Year of highest production DURING APRIL and MAY ,CAR licensed peak biomass,biomass 1st May of 1st year of production,biomass 1st May of 2nd year of production,Operator,Production cycle regularity of cycle timing ,Model now (GO),Map but do not model (NOGO) includes farms not used for ten years,Map but model in second phase (WAIT),Production in 3 years to 2021,Licence but never stocked,Any production more than 3 years ago but less than ten years (to 2021)?,01/01/2002,02/01/2002,02/02/2002,03/01/2002,03/02/2002,03/03/2002,04/01/2002,04/02/2002,05/01/2002,05/02/2002,06/01/2002,06/02/2002,07/01/2002,07/02/2002,08/01/2002,08/02/2002,08/03/2002,09/01/2002,09/02/2002,09/03/2002,10/01/2002,10/02/2002,11/01/2002,11/02/2002,11/03/2002,12/01/2002,12/02/2002,12/03/2002,01/01/2003,01/02/2003,01/03/2003,01/09/2003,02/01/2003,02/02/2003,02/03/2003,03/01/2003,03/02/2003,03/03/2003,04/01/2003,04/03/2003,05/01/2003,05/03/2003,06/01/2003,06/03/2003,06/09/2003,07/01/2003,07/03/2003,07/09/2003,08/01/2003,08/03/2003,09/01/2003,09/03/2003,10/01/2003,10/03/2003,10/09/2003,11/01/2003,11/03/2003,12/01/2003,12/03/2003,01/01/2004,01/02/2004,01/03/2004,01/04/2004,02/01/2004,02/04/2004,03/01/2004,03/03/2004,03/04/2004,04/01/2004,04/04/2004,05/01/2004,06/01/2004,07/01/2004,08/01/2004,09/01/2004,10/01/2004,11/01/2004,12/01/2004,01/01/2005,02/01/2005,03/01/2005,04/01/2005,05/01/2005,06/01/2005,07/01/2005,08/01/2005,08/10/2005,09/01/2005,10/01/2005,11/01/2005,12/01/2005,01/01/2006,02/01/2006,02/10/2006,03/01/2006,04/01/2006,05/01/2006,06/01/2006,07/01/2006,08/01/2006,09/01/2006,09/06/2006,10/01/2006,11/01/2006,12/01/2006,01/01/2007,02/01/2007,03/01/2007,04/01/2007,05/01/2007,06/01/2007,07/01/2007,08/01/2007,09/01/2007,10/01/2007,11/01/2007,12/01/2007,01/01/2008,02/01/2008,03/01/2008,04/01/2008,05/01/2008,06/01/2008,07/01/2008,08/01/2008,09/01/2008,10/01/2008,10/09/2008,11/01/2008,12/01/2008,01/01/2009,02/01/2009,03/01/2009,04/01/2009,05/01/2009,06/01/2009,07/01/2009,08/01/2009,09/01/2009,10/01/2009,11/01/2009,12/01/2009,01/01/2010,01/10/2010,02/01/2010,03/01/2010,04/01/2010,05/01/2010,06/01/2010,07/01/2010,08/01/2010,09/01/2010,10/01/2010,11/01/2010,11/10/2010,12/01/2010,12/10/2010,01/01/2011,02/01/2011,03/01/2011,04/01/2011,05/01/2011,06/01/2011,07/01/2011,08/01/2011,09/01/2011,10/01/2011,11/01/2011,12/01/2011,01/01/2012,02/01/2012,03/01/2012,04/01/2012,05/01/2012,06/01/2012,07/01/2012,08/01/2012,09/01/2012,10/01/2012,11/01/2012,12/01/2012,01/01/2013,02/01/2013,03/01/2013,04/01/2013,05/01/2013,06/01/2013,07/01/2013,08/01/2013,09/01/2013,10/01/2013,11/01/2013,12/01/2013,01/01/2014,02/01/2014,03/01/2014,04/01/2014,05/01/2014,06/01/2014,07/01/2014,08/01/2014,09/01/2014,10/01/2014,11/01/2014,12/01/2014,01/01/2015,02/01/2015,03/01/2015,04/01/2015,05/01/2015,06/01/2015,07/01/2015,08/01/2015,09/01/2015,10/01/2015,11/01/2015,12/01/2015,01/01/2016,02/01/2016,03/01/2016,04/01/2016,05/01/2016,06/01/2016,07/01/2016,08/01/2016,09/01/2016,10/01/2016,11/01/2016,12/01/2016,01/01/2017,02/01/2017,03/01/2017,04/01/2017,05/01/2017,06/01/2017,07/01/2017,08/01/2017,09/01/2017,10/01/2017,11/01/2017,12/01/2017,01/01/2018,02/01/2018,03/01/2018,04/01/2018,05/01/2018,06/01/2018,07/01/2018,08/01/2018,09/01/2018,10/01/2018,11/01/2018,12/01/2018,01/01/2019,02/01/2019,03/01/2019,04/01/2019,05/01/2019,06/01/2019,07/01/2019,08/01/2019,09/01/2019,10/01/2019,11/01/2019,12/01/2019,01/01/2020,02/01/2020,03/01/2020,04/01/2020,05/01/2020,06/01/2020,07/01/2020,08/01/2020,09/01/2020,10/01/2020,11/01/2020,12/01/2020,01/01/2021,02/01/2021,03/01/2021,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,09/01/2021
Tanera 1,,Tanera,MINE1,FS0549,,58.01356,-5.3992,,EVEN,625,35,621,Scottish Sea Farms Ltd,REGULAR,GO,,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,269,nan,374,nan,nan,460,nan,nan,524,nan,493,nan,nan,533,nan,nan,590,nan,nan,nan,497,nan,nan,570,nan,nan,648,nan,623,nan,552,nan,nan,472,nan,nan,nan,nan,nan,nan,22,nan,nan,54,nan,74,nan,111,nan,nan,nan,176,nan,235,nan,nan,323,nan,316,262,351,407,469,559,563,609,567,589,532,591,534,500,nan,nan,nan,nan,nan,nan,nan,nan,6,nan,9,14,23,142,212,293,412,nan,485,459,508,563,573,607,467,345,319,157,nan,10,24,42,64,77,104,nan,nan,nan,nan,95,135,160,194,nan,286,423,424,365,407,141,nan,nan,nan,nan,nan,nan,8,20,31,nan,49,75,102,137,282,288,309,375,406,513,nan,579,nan,nan,623,602,602,559,561,243,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,209,262,334,300,494,485,473,621,624,569,573,189,103,nan,nan,8,43,47,71,117,157,122,153,199,248,315,415,467,577,621,569,570,538,374,nan,nan,nan,nan,nan,11,23,32,61,92,124,195,260,313,330,398,526,610,619,616,539,461,173,nan,12,18,30,58,107,153,285,349,305,338,420,477,455,564,587,594,606,620,563,542,331,298,nan,6,27,35,62,110,231,354,468,597,615,588,621,622,652,621,617,679,527,362,93,nan,nan,nan,nan,nan,28,48,71,123,193,268
Tanera 2,,Tanera,TAN2,FS0549,The site is the same as tanera and same license on the aquaculture website,58.011067,-5.3972192,NB99400748,EVEN,625,34,649,Scottish Sea Farms Ltd,REGULAR,GO,,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,264,nan,363,nan,nan,441,nan,nan,476,nan,503,nan,nan,573,nan,nan,631,nan,nan,nan,547,nan,nan,556,nan,nan,561,nan,618,nan,627,nan,nan,205,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,126,222,285,348,383,461,489,540,576,600,504,462,483,8,nan,nan,nan,10,22,64,101,146,228,nan,308,397,225,182,275,296,454,nan,474,521,618,605,569,607,604,606,301,304,nan,nan,nan,nan,31,45,77,101,140,195,280,270,394,509,609,nan,624,514,607,565,534,314,141,nan,nan,nan,nan,14,31,63,103,nan,159,225,279,349,349,262,349,424,465,539,nan,609,nan,607,608,513,504,359,260,nan,nan,19,28,47,72,117,154,204,267,321,334,294,372,354,416,510,571,620,614,538,471,366,310,nan,nan,8,10,12,20,34,45,114,139,196,255,327,456,514,597,542,570,591,611,487,181,nan,nan,nan,3,14,25,34,69,103,139,206,248,316,345,409,535,621,606,622,606,396,249,nan,11,18,31,58,101,167,315,377,321,358,432,517,508,528,595,620,619,259,nan,nan,nan,nan,nan,15,28,34,57,106,215,343,456,540,542,531,586,619,643,649,674,633,525,399,334,82,nan,nan,nan,nan,29,50,77,128,201,275
Taranaish,,Taranaish,TARA1,FS0752,,58.23243,-6.80288,,EVEN,1710,121,1573,The Scottish Salmon Company Ltd,REGULAR,GO,,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1354,1246,1151,1078,nan,733,733,nan,nan,nan,122,168,248,410,820,1245,1540,1812,1070,1384,nan,1295,1161,1061,957,1232,1432,1337,1187,957,183,nan,183,nan,nan,nan,51,111,172,261,424,662,919,1071,1177,1059,659,754,825,961,1062,1262,1364,1338,1317,742,307,307,nan,nan,18,49,82,142,258,423,513,712,933,1074,1241,1123,1307,1334,1310,1145,1184,956,521,509,509,nan,nan,nan,11,83,122,198,342,538,851,1131,1268,852,795,950,1158,1209,1216,1125,1209,1179,811,238,nan,nan,nan,nan,44,77,189,299,414,742,969,1120,1302,1083,1200,1416,1568,1451,1459,1301,987,543,203,137,nan,nan,nan,14,67,135,225,339,545,802,993,1092,649,779,920,1143,1349,1497,1573,1738,1745,1694,738,415,nan,nan,nan,nan,12,76,121,207,348,572,781
Tarbert South,,Tarbert South,FFMC49,FS0767,,55.83487,-5.35023,,EVEN,1568,820,463,The Scottish Salmon Company Ltd,REGULAR,GO,,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,183,nan,244,nan,nan,322,nan,nan,371,nan,nan,nan,426,nan,nan,490,nan,nan,442,nan,307,nan,345,nan,nan,283,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,271,nan,363,428,465,837,640,711,584,554,633,352,499,1088,1021,144,143,nan,nan,24,36,61,89,146,217,303,394,nan,437,515,635,686,750,816,919,1063,1143,1012,1040,600,630,nan,nan,nan,nan,nan,nan,nan,nan,408,524,662,799,837,nan,958,nan,966,887,911,649,246,31,31,nan,11,48,79,123,181,244,327,418,533,659,694,818,735,886,937,891,854,878,662,365,186,186,nan,nan,35,67,116,175,234,274,301,385,493,636,805,826,957,1028,794,822,858,820,349,175,175,nan,nan,nan,9,32,61,93,138,161,204,226,301,404,493,609,688,787,885,692,513,446,297,144,151,nan,nan,nan,nan,24,45,76,133,189,246,310,442,504,583,699,801,904,900,898,872,732,781,781,492,243,nan,nan,25,90,285,435,555,659,568,681,820,1032,1266,1420,1361,1350,1063,906,808,787,925,944,463,102,nan,nan,32
Torgawn,,Loch A Chairn Bhain,TOR1,FS0621,The site is Loch A Chairn Bhain on aquacuture Scotland the license is the same,58.25316,-5.07256,NC20363311,EVEN,600,384,0,Loch Duart Ltd,REGULAR,GO,,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,nan,36,nan,48,nan,nan,78,nan,nan,122,nan,244,nan,335,nan,nan,483,nan,552,nan,590,nan,nan,nan,596,nan,369,nan,nan,429,nan,489,514,519,543,569,492,480,533,457,457,243,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11,31,40,48,77,111,153,nan,108,158,192,232,266,314,358,524,589,493,375,438,465,418,456,468,460,340,4,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8,23,32,39,60,110,159,219,295,340,343,nan,206,248,246,311,311,323,378,341,197,nan,nan,nan,nan,nan,nan,nan,16,18,30,46,80,127,186,228,228,182,202,277,291,291,225,215,159,45,50,53,45,25,26,4,5,5,nan,nan,nan,nan,nan,150,186,234,278,308,327,334,321,298,310,225,152,93,35,36,40,41,4,nan,nan,nan,nan,nan,nan,nan,nan,289,307,358,373,294,311,214,175,60,61,60,64,37,37,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,173,205,247,288,321,328,256,235,196,185,186,62,nan,nan,nan,nan,nan,nan,nan,nan,nan,142,176,205,246,297,343,384,370,420,434,244,244,124,41,nan,nan,nan,nan,nan,nan,nan,nan,nan
Trilleachan Mor,,Trilleachan Mor,TRM1,FS1118,,57.96905,-6.72044,,EVEN,2130,1596,0,Mowi Scotland Ltd,REGULAR,GO,,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,328,518,712,879,nan,1025,1022,1035,1118,1123,1111,1062,792,325,nan,25,63,99,152,212,nan,265,321,414,507,605,751,953,1182,1384,1499,nan,1628,nan,1452,1323,1309,1146,803,258,258,nan,29,60,86,148,210,275,364,463,597,686,741,834,998,868,820,846,464,464,nan,nan,nan,nan,nan,nan,30,63,103,150,186,261,333,423,519,709,888,1117,1375,1417,1448,807,550,301,304,338,370,370,nan,nan,nan,60,86,139,209,275,329,399,506,587,727,882,1024,954,350,nan,nan,nan,nan,nan,nan,nan,nan,212,354,467,505,561,686,737,951,910,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,731,954,1110,1259,1284,1341,1496,1596,1685,1741,1659,1221,1372,971,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Vacasay Roag,,Vacasay,VACR1,FS1091,,58.22818,-6.78842,,EVEN,1100,1054,0,The Scottish Salmon Company Ltd,REGULAR,GO,,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,873,921,nan,1016,1130,1227,1105,1159,982,496,nan,454,404,349,107,107,nan,59,75,111,419,492,580,763,914,1070,1243,1395,1374,1287,1366,1259,1088,999,856,614,nan,613,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,947,1043,nan,1236,1228,1251,1181,1300,1278,1443,1358,1094,270,nan,33,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,209,655,760,835,1016,1071,1272,1441,1404,1404,930,356,34,34,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,298,311,376,824,894,906,774,343,9,9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,747,947,1055,1095,983,990,745,756,585,439,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,539,647,758,917,1094,1096,1097,1032,1096,1002,912,501,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,570,770,898,1028,1086,1096,1097,1054,891,339,898,909,23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,197
Vuia Beag,,Vuiabeag,VIB1,FS0411,,58.19238,-6.90115,NB12103310,EVEN,1290,298,1005,The Scottish Salmon Company Ltd,REGULAR,GO,,,YES,,,144,16,nan,nan,nan,nan,8,nan,11,nan,18,nan,32,nan,50,nan,nan,81,nan,nan,101,nan,122,nan,nan,159,nan,nan,177,nan,nan,nan,202,nan,nan,232,nan,nan,269,nan,300,nan,357,nan,nan,353,nan,nan,316,nan,248,nan,278,nan,nan,326,nan,380,nan,415,nan,nan,nan,125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200,262,331,344,372,392,434,482,344,408,297,nan,503,155,56,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,321,699,772,865,1016,1107,1133,1157,765,525,454,228,45,45,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,361,832,968,1028,1172,1123,1090,1160,377,nan,377,nan,nan,nan,63,88,137,218,348,525,731,437,380,430,463,517,624,743,826,980,947,915,868,578,165,165,nan,nan,32,58,76,121,225,362,578,655,762,801,887,919,724,810,969,1029,1266,1040,874,726,498,498,nan,nan,29,72,110,156,240,374,585,770,872,992,1119,1181,1280,1050,659,494,442,284,nan,nan,nan,nan,nan,83,148,200,298,420,561,687,784,1040,1256,976,1057,1137,1253,929,1005,932,996,953,387,139,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Vuia Mor South,,Vuia Mor,VUM1,FS1103,,58.20398,-6.89344,,EVEN,1667,272,1406,The Scottish Salmon Company Ltd,REGULAR,GO,,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,719,827,955,1068,1214,1341,1480,1373,1252,1177,1394,1426,1098,845,721,302,303,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103,178,213,316,501,787,1019,1371,1287,1227,1361,nan,1312,1317,1320,1246,1460,1482,1189,692,630,179,nan,179,nan,nan,nan,20,50,81,132,213,323,476,592,686,782,852,966,1051,1168,1324,1549,1259,1429,697,697,nan,nan,nan,87,95,120,165,251,398,555,794,933,1030,1134,1233,1483,1487,1628,1498,1134,614,614,nan,nan,nan,nan,nan,nan,35,72,105,151,252,415,636,688,721,799,821,976,1061,1193,1034,1026,1070,1013,877,892,278,nan,63,86,156,230,449,474,493,617,691,698,891,1116,1342,1363,1370,976,1006,957,1150,1154,nan,nan,nan,45,74,93,129,184,272,384,547,666,991,1090,1260,1406,1444,1356,1552,1539,1406,1557,1620,1470,683,nan,nan,47,4,67,112,166,259,405,660,786,842
West Strome,,West Strome,WSTR1,FS1342,,57.36413,-5.53895,,ODD,2000,848,0,The Scottish Salmon Company Ltd,REGULAR,GO,,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1420,1688,1497,934,1144,572,nan,506,529,572,714,848,1013,1241,1486,1480
An Camus,,An Camus,ACAM2,FS1341 ,- possibly replaced by An Camas (east) on same CAR licence,57.14355,-7.27353,,ODD,,,,Mowi Scotland Ltd,ANOMALOUS,,,WAIT,YES,,,1211,1129,nan,794,nan,nan,128,nan,nan,nan,nan,nan,9,nan,13,nan,nan,31,nan,nan,61,nan,115,nan,nan,173,nan,nan,216,nan,nan,nan,276,nan,nan,374,nan,nan,475,nan,596,nan,726,nan,nan,861,nan,nan,979,nan,1200,nan,1257,nan,nan,1235,nan,1201,nan,1250,nan,nan,nan,1012,nan,765,nan,nan,81,nan,nan,13,58,93,150,244,338,512,602,682,792,905,1087,1338,1569,1530,nan,1689,1618,1564,1431,1076,673,nan,307,nan,nan,84,144,247,412,nan,576,731,984,1137,1216,1269,1428,1474,1532,1196,1167,1232,1027,1043,1141,744,747,92,nan,nan,nan,nan,nan,nan,nan,nan,158,430,625,695,753,845,978,1201,1367,1384,1387,1329,960,353,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,673,nan,883,nan,1001,1135,1231,1333,1371,1366,1387,1121,1181,1046,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,469,745,842,895,1020,1102,1066,1016,1021,601,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,417,408,402,427,387,205,42,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Arbhair,,,LEU1,,Not stocked?,58.130503,-6.4046052,NB40802420,EVEN,,,,,ANOMALOUS,,NOGO,,,,YES,295,329,nan,362,nan,nan,400,nan,453,nan,455,nan,447,nan,nan,nan,nan,nan,nan,nan,nan,nan,21,nan,nan,29,nan,nan,53,nan,nan,nan,73,nan,nan,102,nan,nan,153,nan,224,nan,304,nan,nan,371,nan,nan,380,nan,407,nan,440,nan,nan,493,nan,588,nan,654,nan,nan,nan,646,nan,617,nan,nan,622,nan,576,316,170,54,nan,nan,nan,nan,nan,nan,nan,6,8,14,23,34,nan,52,71,111,134,162,192,nan,205,213,194,187,177,155,121,nan,82,nan,nan,nan,nan,nan,5,8,14,23,37,70,101,136,170,183,193,205,228,227,200,186,171,164,34,nan,nan,nan,nan,nan,nan,7,11,24,39,72,99,143,181,205,239,nan,265,283,242,261,209,209,188,188,3,nan,nan,nan,nan,nan,nan,nan,13,23,39,60,108,148,184,215,220,205,203,202,201,203,194,178,170,172,168,158,128,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ardessie B,,Ardessie B,,FS0675,,57.86196,-5.30489,,EVEN,,,,,ANOMALOUS,,NOGO,,YES,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,nan,14,nan,21,nan,nan,nan,43,nan,51,nan,nan,64,nan,100,143,197,257,321,409,459,305,327,353,348,291,240,281,223,85,nan,nan,nan,nan,nan,18,32,nan,33,48,69,nan,157,201,250,nan,255,488,356,388,412,385,418,425,287,334,372,398,444,349,239,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,156,181,214,251,252,160,100,42,nan,nan,nan,nan,nan,237,267,280,280,245,157,92,nan,51,nan,nan,nan,nan,nan,210,234,236,234,213,212,172,143,90,58,15,128,146,168,191,193,173,178,167,138,94,25,nan,215,215,217,137,67,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,123,128,79,97,123,152,188,200,164,78,23,32,47,66,100,125,166,202,247,294,304,290,117,236,273,304,339,367,364,297,288,286,194,42,4,196,220,271,276
Ardmaddy,,,FFMC35,FS0464,not running in the last 3 years 1985,56.27183,-5.59194,NM77701462,EQUAL,,,,,REGULAR,,NOGO,,,,YES,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,338,nan,385,nan,nan,391,nan,nan,507,nan,641,nan,782,nan,nan,839,nan,639,nan,692,nan,nan,nan,735,nan,419,nan,nan,452,nan,291,44,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,230,334,451,nan,604,780,739,681,731,836,nan,585,359,382,390,384,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,229,348,716,897,1107,1141,1356,1276,1312,1291,1027,547,927,946,642,488,488,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,587,767,841,951,1164,1112,1157,nan,1047,839,556,626,654,251,nan,nan,nan,nan,nan,nan,nan,nan,nan,447,436,221,nan,486,764,942,1063,1105,1092,816,847,782,462,489,496,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,246,310,350,385,422,455,222,nan,nan,nan,nan,nan,nan,nan,14,26,26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
